"","FeatureCode","DateCode","Measurement","Units","Value","Indices of Deprivation"
"5642","E07000175",2019,"Rank of average score",NA,146,"i. Income Deprivation Affecting Children Index (IDACI)"
"5643","E07000172",2019,"Rank of average score",NA,181,"i. Income Deprivation Affecting Children Index (IDACI)"
"5644","E07000173",2019,"Rank of average score",NA,167,"i. Income Deprivation Affecting Children Index (IDACI)"
"5645","E07000177",2019,"Rank of average score",NA,242,"i. Income Deprivation Affecting Children Index (IDACI)"
"5646","E07000178",2019,"Rank of average score",NA,136,"i. Income Deprivation Affecting Children Index (IDACI)"
"5647","E07000176",2019,"Rank of average score",NA,307,"i. Income Deprivation Affecting Children Index (IDACI)"
"5648","E06000035",2019,"Rank of average score",NA,88,"i. Income Deprivation Affecting Children Index (IDACI)"
"5649","E06000036",2019,"Rank of average score",NA,268,"i. Income Deprivation Affecting Children Index (IDACI)"
"5650","E06000033",2019,"Rank of average score",NA,86,"i. Income Deprivation Affecting Children Index (IDACI)"
"5651","E06000034",2019,"Rank of average score",NA,92,"i. Income Deprivation Affecting Children Index (IDACI)"
"5652","E06000038",2019,"Rank of average score",NA,133,"i. Income Deprivation Affecting Children Index (IDACI)"
"5653","E06000039",2019,"Rank of average score",NA,158,"i. Income Deprivation Affecting Children Index (IDACI)"
"5654","E06000037",2019,"Rank of average score",NA,275,"i. Income Deprivation Affecting Children Index (IDACI)"
"5655","E07000241",2019,"Rank of average score",NA,175,"i. Income Deprivation Affecting Children Index (IDACI)"
"5656","E07000004",2019,"Rank of average score",NA,267,"i. Income Deprivation Affecting Children Index (IDACI)"
"5657","E07000240",2019,"Rank of average score",NA,294,"i. Income Deprivation Affecting Children Index (IDACI)"
"5658","E07000006",2019,"Rank of average score",NA,287,"i. Income Deprivation Affecting Children Index (IDACI)"
"5659","E06000032",2019,"Rank of average score",NA,81,"i. Income Deprivation Affecting Children Index (IDACI)"
"5660","E07000005",2019,"Rank of average score",NA,312,"i. Income Deprivation Affecting Children Index (IDACI)"
"5661","E08000023",2019,"Rank of average score",NA,13,"i. Income Deprivation Affecting Children Index (IDACI)"
"5662","E08000024",2019,"Rank of average score",NA,25,"i. Income Deprivation Affecting Children Index (IDACI)"
"5663","E08000021",2019,"Rank of average score",NA,24,"i. Income Deprivation Affecting Children Index (IDACI)"
"5664","E08000022",2019,"Rank of average score",NA,105,"i. Income Deprivation Affecting Children Index (IDACI)"
"5665","E08000026",2019,"Rank of average score",NA,53,"i. Income Deprivation Affecting Children Index (IDACI)"
"5666","E08000027",2019,"Rank of average score",NA,63,"i. Income Deprivation Affecting Children Index (IDACI)"
"5667","E08000025",2019,"Rank of average score",NA,9,"i. Income Deprivation Affecting Children Index (IDACI)"
"5668","E08000015",2019,"Rank of average score",NA,54,"i. Income Deprivation Affecting Children Index (IDACI)"
"5669","E08000016",2019,"Rank of average score",NA,42,"i. Income Deprivation Affecting Children Index (IDACI)"
"5670","E08000013",2019,"Rank of average score",NA,33,"i. Income Deprivation Affecting Children Index (IDACI)"
"5671","E08000014",2019,"Rank of average score",NA,89,"i. Income Deprivation Affecting Children Index (IDACI)"
"5672","E08000018",2019,"Rank of average score",NA,46,"i. Income Deprivation Affecting Children Index (IDACI)"
"5673","E08000019",2019,"Rank of average score",NA,49,"i. Income Deprivation Affecting Children Index (IDACI)"
"5674","E08000017",2019,"Rank of average score",NA,40,"i. Income Deprivation Affecting Children Index (IDACI)"
"5675","E08000037",2019,"Rank of average score",NA,68,"i. Income Deprivation Affecting Children Index (IDACI)"
"5676","E07000035",2019,"Rank of average score",NA,276,"i. Income Deprivation Affecting Children Index (IDACI)"
"5677","E08000035",2019,"Rank of average score",NA,70,"i. Income Deprivation Affecting Children Index (IDACI)"
"5678","E08000036",2019,"Rank of average score",NA,79,"i. Income Deprivation Affecting Children Index (IDACI)"
"5679","E07000037",2019,"Rank of average score",NA,202,"i. Income Deprivation Affecting Children Index (IDACI)"
"5680","E07000038",2019,"Rank of average score",NA,162,"i. Income Deprivation Affecting Children Index (IDACI)"
"5681","E07000036",2019,"Rank of average score",NA,117,"i. Income Deprivation Affecting Children Index (IDACI)"
"5682","E08000030",2019,"Rank of average score",NA,17,"i. Income Deprivation Affecting Children Index (IDACI)"
"5683","E08000031",2019,"Rank of average score",NA,12,"i. Income Deprivation Affecting Children Index (IDACI)"
"5684","E08000028",2019,"Rank of average score",NA,16,"i. Income Deprivation Affecting Children Index (IDACI)"
"5685","E08000029",2019,"Rank of average score",NA,155,"i. Income Deprivation Affecting Children Index (IDACI)"
"5686","E08000033",2019,"Rank of average score",NA,80,"i. Income Deprivation Affecting Children Index (IDACI)"
"5687","E08000034",2019,"Rank of average score",NA,106,"i. Income Deprivation Affecting Children Index (IDACI)"
"5688","E08000032",2019,"Rank of average score",NA,41,"i. Income Deprivation Affecting Children Index (IDACI)"
"5689","E09000002",2019,"Rank of average score",NA,32,"i. Income Deprivation Affecting Children Index (IDACI)"
"5690","E09000003",2019,"Rank of average score",NA,191,"i. Income Deprivation Affecting Children Index (IDACI)"
"5691","E09000033",2019,"Rank of average score",NA,97,"i. Income Deprivation Affecting Children Index (IDACI)"
"5692","E09000001",2019,"Rank of average score",NA,298,"i. Income Deprivation Affecting Children Index (IDACI)"
"5693","E09000005",2019,"Rank of average score",NA,100,"i. Income Deprivation Affecting Children Index (IDACI)"
"5694","E09000006",2019,"Rank of average score",NA,180,"i. Income Deprivation Affecting Children Index (IDACI)"
"5695","E09000004",2019,"Rank of average score",NA,130,"i. Income Deprivation Affecting Children Index (IDACI)"
"5696","E09000028",2019,"Rank of average score",NA,27,"i. Income Deprivation Affecting Children Index (IDACI)"
"5697","E09000029",2019,"Rank of average score",NA,192,"i. Income Deprivation Affecting Children Index (IDACI)"
"5698","E09000026",2019,"Rank of average score",NA,168,"i. Income Deprivation Affecting Children Index (IDACI)"
"5699","E09000027",2019,"Rank of average score",NA,299,"i. Income Deprivation Affecting Children Index (IDACI)"
"5700","E09000031",2019,"Rank of average score",NA,85,"i. Income Deprivation Affecting Children Index (IDACI)"
"5701","E09000032",2019,"Rank of average score",NA,144,"i. Income Deprivation Affecting Children Index (IDACI)"
"5702","E09000030",2019,"Rank of average score",NA,14,"i. Income Deprivation Affecting Children Index (IDACI)"
"5703","E08000008",2019,"Rank of average score",NA,44,"i. Income Deprivation Affecting Children Index (IDACI)"
"5704","E08000009",2019,"Rank of average score",NA,214,"i. Income Deprivation Affecting Children Index (IDACI)"
"5705","E08000006",2019,"Rank of average score",NA,28,"i. Income Deprivation Affecting Children Index (IDACI)"
"5706","E08000007",2019,"Rank of average score",NA,160,"i. Income Deprivation Affecting Children Index (IDACI)"
"5707","E08000011",2019,"Rank of average score",NA,3,"i. Income Deprivation Affecting Children Index (IDACI)"
"5708","E08000012",2019,"Rank of average score",NA,4,"i. Income Deprivation Affecting Children Index (IDACI)"
"5709","E08000010",2019,"Rank of average score",NA,110,"i. Income Deprivation Affecting Children Index (IDACI)"
"5710","E08000001",2019,"Rank of average score",NA,52,"i. Income Deprivation Affecting Children Index (IDACI)"
"5711","E08000002",2019,"Rank of average score",NA,119,"i. Income Deprivation Affecting Children Index (IDACI)"
"5712","E09000007",2019,"Rank of average score",NA,83,"i. Income Deprivation Affecting Children Index (IDACI)"
"5713","E08000004",2019,"Rank of average score",NA,35,"i. Income Deprivation Affecting Children Index (IDACI)"
"5714","E08000005",2019,"Rank of average score",NA,34,"i. Income Deprivation Affecting Children Index (IDACI)"
"5715","E08000003",2019,"Rank of average score",NA,7,"i. Income Deprivation Affecting Children Index (IDACI)"
"5716","E07000088",2019,"Rank of average score",NA,137,"i. Income Deprivation Affecting Children Index (IDACI)"
"5717","E07000089",2019,"Rank of average score",NA,316,"i. Income Deprivation Affecting Children Index (IDACI)"
"5718","E07000086",2019,"Rank of average score",NA,279,"i. Income Deprivation Affecting Children Index (IDACI)"
"5719","E07000087",2019,"Rank of average score",NA,289,"i. Income Deprivation Affecting Children Index (IDACI)"
"5720","E07000091",2019,"Rank of average score",NA,231,"i. Income Deprivation Affecting Children Index (IDACI)"
"5721","E07000092",2019,"Rank of average score",NA,220,"i. Income Deprivation Affecting Children Index (IDACI)"
"5722","E07000090",2019,"Rank of average score",NA,94,"i. Income Deprivation Affecting Children Index (IDACI)"
"5723","E07000081",2019,"Rank of average score",NA,111,"i. Income Deprivation Affecting Children Index (IDACI)"
"5724","E07000082",2019,"Rank of average score",NA,262,"i. Income Deprivation Affecting Children Index (IDACI)"
"5725","E07000079",2019,"Rank of average score",NA,282,"i. Income Deprivation Affecting Children Index (IDACI)"
"5726","E07000080",2019,"Rank of average score",NA,166,"i. Income Deprivation Affecting Children Index (IDACI)"
"5727","E07000084",2019,"Rank of average score",NA,255,"i. Income Deprivation Affecting Children Index (IDACI)"
"5728","E07000085",2019,"Rank of average score",NA,288,"i. Income Deprivation Affecting Children Index (IDACI)"
"5729","E07000083",2019,"Rank of average score",NA,223,"i. Income Deprivation Affecting Children Index (IDACI)"
"5730","E07000106",2019,"Rank of average score",NA,157,"i. Income Deprivation Affecting Children Index (IDACI)"
"5731","E07000107",2019,"Rank of average score",NA,169,"i. Income Deprivation Affecting Children Index (IDACI)"
"5732","E07000103",2019,"Rank of average score",NA,217,"i. Income Deprivation Affecting Children Index (IDACI)"
"5733","E07000105",2019,"Rank of average score",NA,143,"i. Income Deprivation Affecting Children Index (IDACI)"
"5734","E07000109",2019,"Rank of average score",NA,115,"i. Income Deprivation Affecting Children Index (IDACI)"
"5735","E07000110",2019,"Rank of average score",NA,173,"i. Income Deprivation Affecting Children Index (IDACI)"
"5736","E07000108",2019,"Rank of average score",NA,82,"i. Income Deprivation Affecting Children Index (IDACI)"
"5737","E07000095",2019,"Rank of average score",NA,141,"i. Income Deprivation Affecting Children Index (IDACI)"
"5738","E07000096",2019,"Rank of average score",NA,209,"i. Income Deprivation Affecting Children Index (IDACI)"
"5739","E07000093",2019,"Rank of average score",NA,263,"i. Income Deprivation Affecting Children Index (IDACI)"
"5740","E07000094",2019,"Rank of average score",NA,296,"i. Income Deprivation Affecting Children Index (IDACI)"
"5741","E07000099",2019,"Rank of average score",NA,240,"i. Income Deprivation Affecting Children Index (IDACI)"
"5742","E07000102",2019,"Rank of average score",NA,264,"i. Income Deprivation Affecting Children Index (IDACI)"
"5743","E07000098",2019,"Rank of average score",NA,232,"i. Income Deprivation Affecting Children Index (IDACI)"
"5744","E07000061",2019,"Rank of average score",NA,84,"i. Income Deprivation Affecting Children Index (IDACI)"
"5745","E07000062",2019,"Rank of average score",NA,15,"i. Income Deprivation Affecting Children Index (IDACI)"
"5746","E07000046",2019,"Rank of average score",NA,140,"i. Income Deprivation Affecting Children Index (IDACI)"
"5747","E07000047",2019,"Rank of average score",NA,206,"i. Income Deprivation Affecting Children Index (IDACI)"
"5748","E07000064",2019,"Rank of average score",NA,131,"i. Income Deprivation Affecting Children Index (IDACI)"
"5749","E07000065",2019,"Rank of average score",NA,259,"i. Income Deprivation Affecting Children Index (IDACI)"
"5750","E07000063",2019,"Rank of average score",NA,190,"i. Income Deprivation Affecting Children Index (IDACI)"
"5751","E07000041",2019,"Rank of average score",NA,172,"i. Income Deprivation Affecting Children Index (IDACI)"
"5752","E07000042",2019,"Rank of average score",NA,216,"i. Income Deprivation Affecting Children Index (IDACI)"
"5753","E07000039",2019,"Rank of average score",NA,221,"i. Income Deprivation Affecting Children Index (IDACI)"
"5754","E07000040",2019,"Rank of average score",NA,245,"i. Income Deprivation Affecting Children Index (IDACI)"
"5755","E07000044",2019,"Rank of average score",NA,248,"i. Income Deprivation Affecting Children Index (IDACI)"
"5756","E07000045",2019,"Rank of average score",NA,185,"i. Income Deprivation Affecting Children Index (IDACI)"
"5757","E07000043",2019,"Rank of average score",NA,177,"i. Income Deprivation Affecting Children Index (IDACI)"
"5758","E07000074",2019,"Rank of average score",NA,211,"i. Income Deprivation Affecting Children Index (IDACI)"
"5759","E07000075",2019,"Rank of average score",NA,260,"i. Income Deprivation Affecting Children Index (IDACI)"
"5760","E07000072",2019,"Rank of average score",NA,196,"i. Income Deprivation Affecting Children Index (IDACI)"
"5761","E07000073",2019,"Rank of average score",NA,93,"i. Income Deprivation Affecting Children Index (IDACI)"
"5762","E07000077",2019,"Rank of average score",NA,311,"i. Income Deprivation Affecting Children Index (IDACI)"
"5763","E07000078",2019,"Rank of average score",NA,182,"i. Income Deprivation Affecting Children Index (IDACI)"
