FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E06000005,2015,Rank of average rank,,281,h. Living Environment Deprivation Domain
E07000225,2015,Rank of average rank,,245,c. Employment Deprivation Domain
E07000235,2015,Rank of average rank,,198,c. Employment Deprivation Domain
E06000003,2015,Rank of average rank,,311,h. Living Environment Deprivation Domain
E09000027,2015,Rank of average rank,,190,g. Barriers to Housing and Services Domain
E09000028,2015,Rank of average rank,,22,g. Barriers to Housing and Services Domain
E07000050,2015,Rank of average rank,,18,g. Barriers to Housing and Services Domain
E09000029,2015,Rank of average rank,,186,g. Barriers to Housing and Services Domain
E09000025,2015,Rank of average rank,,1,g. Barriers to Housing and Services Domain
E09000026,2015,Rank of average rank,,27,g. Barriers to Housing and Services Domain
E07000196,2015,Rank of average rank,,231,f. Crime Domain
E07000193,2015,Rank of average rank,,205,f. Crime Domain
E07000243,2015,Rank of average rank,,117,f. Crime Domain
E09000030,2015,Rank of average rank,,13,f. Crime Domain
E07000194,2015,Rank of average rank,,287,f. Crime Domain
E07000195,2015,Rank of average rank,,146,f. Crime Domain
E07000187,2015,Rank of average rank,,38,g. Barriers to Housing and Services Domain
E07000180,2015,Rank of average rank,,104,g. Barriers to Housing and Services Domain
E07000011,2015,Rank of average rank,,141,g. Barriers to Housing and Services Domain
E07000178,2015,Rank of average rank,,73,g. Barriers to Housing and Services Domain
E07000179,2015,Rank of average rank,,155,g. Barriers to Housing and Services Domain
E07000191,2015,Rank of average rank,,34,g. Barriers to Housing and Services Domain
E07000007,2015,Rank of average rank,,167,g. Barriers to Housing and Services Domain
E07000027,2015,Rank of average rank,,324,g. Barriers to Housing and Services Domain
E07000026,2015,Rank of average rank,,214,g. Barriers to Housing and Services Domain
E07000028,2015,Rank of average rank,,228,g. Barriers to Housing and Services Domain
E07000012,2015,Rank of average rank,,107,g. Barriers to Housing and Services Domain
E07000028,2015,Rank of average rank,,184,f. Crime Domain
E07000200,2015,Rank of average rank,,215,f. Crime Domain
E07000006,2015,Rank of average rank,,97,f. Crime Domain
E07000203,2015,Rank of average rank,,305,f. Crime Domain
E07000190,2015,Rank of average rank,,216,f. Crime Domain
E07000201,2015,Rank of average rank,,140,f. Crime Domain
E07000145,2015,Rank of average rank,,53,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000030,2015,Rank of average rank,,323,f. Crime Domain
E07000144,2015,Rank of average rank,,256,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000029,2015,Rank of average rank,,200,f. Crime Domain
E07000027,2015,Rank of average rank,,158,f. Crime Domain
E07000198,2015,Rank of average rank,,233,f. Crime Domain
E09000029,2015,Rank of average rank,,88,f. Crime Domain
E07000202,2015,Rank of average rank,,68,f. Crime Domain
E09000028,2015,Rank of average rank,,6,f. Crime Domain
E09000031,2015,Rank of average rank,,5,f. Crime Domain
E09000033,2015,Rank of average rank,,40,f. Crime Domain
E07000192,2015,Rank of average rank,,149,f. Crime Domain
E07000199,2015,Rank of average rank,,145,f. Crime Domain
E07000191,2015,Rank of average rank,,257,f. Crime Domain
E07000176,2015,Rank of average rank,,304,f. Crime Domain
E07000197,2015,Rank of average rank,,262,f. Crime Domain
E08000011,2015,Rank of average rank,,260,g. Barriers to Housing and Services Domain
E07000036,2015,Rank of average rank,,317,g. Barriers to Housing and Services Domain
E08000009,2015,Rank of average rank,,300,g. Barriers to Housing and Services Domain
E07000043,2015,Rank of average rank,,84,g. Barriers to Housing and Services Domain
E07000037,2015,Rank of average rank,,280,g. Barriers to Housing and Services Domain
E07000040,2015,Rank of average rank,,187,g. Barriers to Housing and Services Domain
E08000016,2015,Rank of average rank,,321,g. Barriers to Housing and Services Domain
E08000010,2015,Rank of average rank,,298,g. Barriers to Housing and Services Domain
E08000014,2015,Rank of average rank,,323,g. Barriers to Housing and Services Domain
E07000070,2015,Rank of average rank,,131,g. Barriers to Housing and Services Domain
E08000007,2015,Rank of average rank,,316,g. Barriers to Housing and Services Domain
E07000069,2015,Rank of average rank,,279,g. Barriers to Housing and Services Domain
E07000039,2015,Rank of average rank,,216,g. Barriers to Housing and Services Domain
E07000075,2015,Rank of average rank,,213,g. Barriers to Housing and Services Domain
E07000053,2015,Rank of average rank,,203,g. Barriers to Housing and Services Domain
E07000083,2015,Rank of average rank,,120,g. Barriers to Housing and Services Domain
E07000082,2015,Rank of average rank,,252,g. Barriers to Housing and Services Domain
E07000074,2015,Rank of average rank,,162,g. Barriers to Housing and Services Domain
E07000052,2015,Rank of average rank,,99,g. Barriers to Housing and Services Domain
E07000061,2015,Rank of average rank,,246,g. Barriers to Housing and Services Domain
E07000044,2015,Rank of average rank,,138,g. Barriers to Housing and Services Domain
E07000038,2015,Rank of average rank,,292,g. Barriers to Housing and Services Domain
E07000063,2015,Rank of average rank,,108,g. Barriers to Housing and Services Domain
E07000065,2015,Rank of average rank,,68,g. Barriers to Housing and Services Domain
E07000064,2015,Rank of average rank,,130,g. Barriers to Housing and Services Domain
E09000031,2015,Rank of average rank,,2,g. Barriers to Housing and Services Domain
E07000227,2015,Rank of average rank,,316,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000235,2015,Rank of average rank,,245,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000073,2015,Rank of average rank,,37,g. Barriers to Housing and Services Domain
E09000033,2015,Rank of average rank,,8,g. Barriers to Housing and Services Domain
E09000032,2015,Rank of average rank,,77,g. Barriers to Housing and Services Domain
E07000005,2015,Rank of average rank,,234,g. Barriers to Housing and Services Domain
E09000030,2015,Rank of average rank,,5,g. Barriers to Housing and Services Domain
E07000181,2015,Rank of average rank,,226,g. Barriers to Housing and Services Domain
E07000067,2015,Rank of average rank,,64,g. Barriers to Housing and Services Domain
E07000066,2015,Rank of average rank,,54,g. Barriers to Housing and Services Domain
E07000068,2015,Rank of average rank,,206,g. Barriers to Housing and Services Domain
E08000008,2015,Rank of average rank,,310,g. Barriers to Housing and Services Domain
E08000012,2015,Rank of average rank,,291,g. Barriers to Housing and Services Domain
E08000015,2015,Rank of average rank,,319,g. Barriers to Housing and Services Domain
E07000072,2015,Rank of average rank,,136,g. Barriers to Housing and Services Domain
E07000071,2015,Rank of average rank,,121,g. Barriers to Housing and Services Domain
E07000238,2015,Rank of average rank,,239,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000079,2015,Rank of average rank,,67,g. Barriers to Housing and Services Domain
E07000080,2015,Rank of average rank,,150,g. Barriers to Housing and Services Domain
E07000032,2015,Rank of average rank,,283,g. Barriers to Housing and Services Domain
E07000031,2015,Rank of average rank,,321,f. Crime Domain
E07000188,2015,Rank of average rank,,151,g. Barriers to Housing and Services Domain
E07000033,2015,Rank of average rank,,138,f. Crime Domain
E07000178,2015,Rank of average rank,,89,f. Crime Domain
E07000032,2015,Rank of average rank,,212,f. Crime Domain
E07000181,2015,Rank of average rank,,308,f. Crime Domain
E07000062,2015,Rank of average rank,,143,g. Barriers to Housing and Services Domain
E07000046,2015,Rank of average rank,,57,g. Barriers to Housing and Services Domain
E07000047,2015,Rank of average rank,,90,g. Barriers to Housing and Services Domain
E07000189,2015,Rank of average rank,,69,g. Barriers to Housing and Services Domain
E07000051,2015,Rank of average rank,,96,g. Barriers to Housing and Services Domain
E07000187,2015,Rank of average rank,,186,f. Crime Domain
E07000190,2015,Rank of average rank,,97,g. Barriers to Housing and Services Domain
E07000188,2015,Rank of average rank,,239,f. Crime Domain
E07000030,2015,Rank of average rank,,49,g. Barriers to Housing and Services Domain
E07000029,2015,Rank of average rank,,92,g. Barriers to Housing and Services Domain
E07000192,2015,Rank of average rank,,288,g. Barriers to Housing and Services Domain
E07000177,2015,Rank of average rank,,266,f. Crime Domain
E07000180,2015,Rank of average rank,,309,f. Crime Domain
E07000034,2015,Rank of average rank,,142,f. Crime Domain
E07000179,2015,Rank of average rank,,270,f. Crime Domain
E07000189,2015,Rank of average rank,,222,f. Crime Domain
E07000218,2015,Rank of average rank,,166,f. Crime Domain
E07000219,2015,Rank of average rank,,58,f. Crime Domain
E06000038,2015,Rank of average rank,,94,f. Crime Domain
E06000040,2015,Rank of average rank,,152,f. Crime Domain
E06000003,2015,Rank of average rank,,125,f. Crime Domain
E06000041,2015,Rank of average rank,,281,f. Crime Domain
E06000039,2015,Rank of average rank,,14,f. Crime Domain
E06000037,2015,Rank of average rank,,172,f. Crime Domain
E06000043,2015,Rank of average rank,,104,f. Crime Domain
E06000042,2015,Rank of average rank,,112,f. Crime Domain
E06000002,2015,Rank of average rank,,29,f. Crime Domain
E06000032,2015,Rank of average rank,,24,f. Crime Domain
E06000045,2015,Rank of average rank,,16,f. Crime Domain
E06000046,2015,Rank of average rank,,210,f. Crime Domain
E06000035,2015,Rank of average rank,,62,f. Crime Domain
E07000048,2015,Rank of average rank,,128,g. Barriers to Housing and Services Domain
E06000044,2015,Rank of average rank,,64,f. Crime Domain
E06000033,2015,Rank of average rank,,42,f. Crime Domain
E06000034,2015,Rank of average rank,,36,f. Crime Domain
E06000001,2015,Rank of average rank,,106,f. Crime Domain
E06000004,2015,Rank of average rank,,174,f. Crime Domain
E06000036,2015,Rank of average rank,,249,f. Crime Domain
E07000212,2015,Rank of average rank,,243,f. Crime Domain
E07000217,2015,Rank of average rank,,213,f. Crime Domain
E07000210,2015,Rank of average rank,,294,f. Crime Domain
E07000211,2015,Rank of average rank,,181,f. Crime Domain
E07000213,2015,Rank of average rank,,132,f. Crime Domain
E07000216,2015,Rank of average rank,,301,f. Crime Domain
E07000009,2015,Rank of average rank,,297,f. Crime Domain
E07000004,2015,Rank of average rank,,236,f. Crime Domain
E07000005,2015,Rank of average rank,,246,f. Crime Domain
E07000008,2015,Rank of average rank,,171,f. Crime Domain
E07000010,2015,Rank of average rank,,151,f. Crime Domain
E07000007,2015,Rank of average rank,,230,f. Crime Domain
E07000240,2015,Rank of average rank,,179,g. Barriers to Housing and Services Domain
E09000032,2015,Rank of average rank,,25,j. Income Deprivation Affecting Older People Index (IDAOPI)
E09000030,2015,Rank of average rank,,1,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000146,2015,Rank of average rank,,134,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000132,2015,Rank of average rank,,220,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000148,2015,Rank of average rank,,32,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000034,2015,Rank of average rank,,257,g. Barriers to Housing and Services Domain
E07000241,2015,Rank of average rank,,70,g. Barriers to Housing and Services Domain
E09000033,2015,Rank of average rank,,33,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000049,2015,Rank of average rank,,158,g. Barriers to Housing and Services Domain
E07000177,2015,Rank of average rank,,133,g. Barriers to Housing and Services Domain
E07000206,2015,Rank of average rank,,194,f. Crime Domain
E07000215,2015,Rank of average rank,,108,f. Crime Domain
E07000214,2015,Rank of average rank,,265,f. Crime Domain
E07000209,2015,Rank of average rank,,221,f. Crime Domain
E07000207,2015,Rank of average rank,,234,f. Crime Domain
E07000208,2015,Rank of average rank,,201,f. Crime Domain
E07000031,2015,Rank of average rank,,209,g. Barriers to Housing and Services Domain
E07000033,2015,Rank of average rank,,262,g. Barriers to Housing and Services Domain
E07000176,2015,Rank of average rank,,284,g. Barriers to Housing and Services Domain
E07000205,2015,Rank of average rank,,284,f. Crime Domain
E07000204,2015,Rank of average rank,,198,f. Crime Domain
E09000023,2015,Rank of average rank,,10,f. Crime Domain
E09000021,2015,Rank of average rank,,167,f. Crime Domain
E07000026,2015,Rank of average rank,,197,f. Crime Domain
E09000026,2015,Rank of average rank,,23,f. Crime Domain
E09000022,2015,Rank of average rank,,1,f. Crime Domain
E09000032,2015,Rank of average rank,,38,f. Crime Domain
E09000025,2015,Rank of average rank,,2,f. Crime Domain
E09000027,2015,Rank of average rank,,105,f. Crime Domain
E09000024,2015,Rank of average rank,,79,f. Crime Domain
E07000012,2015,Rank of average rank,,311,f. Crime Domain
E07000011,2015,Rank of average rank,,244,f. Crime Domain
E07000237,2015,Rank of average rank,,87,g. Barriers to Housing and Services Domain
